City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
131,Maniitsoq,GL,2021-07-24 22:26:33,65.4167,-52.9,40.37,80,71,1.61,broken clouds
132,Shingu,JP,2021-07-24 22:26:33,33.7333,135.9833,78.91,78,79,4.92,broken clouds
133,Christchurch,NZ,2021-07-24 22:21:34,-43.5333,172.6333,53.33,70,7,4.0,clear sky
134,Dolores,AR,2021-07-24 22:26:33,-36.3132,-57.6792,52.7,80,96,16.06,overcast clouds
135,Avarua,CK,2021-07-24 22:26:33,-21.2078,-159.775,78.85,69,20,9.22,few clouds
136,Longyearbyen,SJ,2021-07-24 22:26:33,78.2186,15.6401,42.64,87,75,17.27,broken clouds
137,Sitka,US,2021-07-24 22:26:34,57.0531,-135.33,57.09,82,90,6.91,light rain
138,Belaya Gora,RU,2021-07-24 22:26:34,68.5333,146.4167,52.88,56,93,17.11,overcast clouds
139,Ketchikan,US,2021-07-24 22:26:34,55.3422,-131.6461,61.27,72,90,13.8,light rain
140,Aklavik,CA,2021-07-24 22:26:34,68.2191,-135.0107,67.03,82,75,10.36,broken clouds
141,Zandvoort,NL,2021-07-24 22:26:35,52.3749,4.5341,67.95,85,20,6.91,few clouds
142,Mount Isa,AU,2021-07-24 22:26:35,-20.7333,139.5,55.17,38,30,8.05,scattered clouds
143,Faya,SA,2021-07-24 22:26:35,18.3851,42.4509,66.31,68,67,3.11,broken clouds
144,Viedma,AR,2021-07-24 22:26:35,-40.8135,-62.9967,45.5,63,100,10.11,overcast clouds
145,Chokurdakh,RU,2021-07-24 22:26:36,70.6333,147.9167,44.13,66,75,15.64,broken clouds
146,Lewiston,US,2021-07-24 22:26:36,44.1003,-70.2148,79.93,63,1,8.05,clear sky
147,Cururupu,BR,2021-07-24 22:26:36,-1.8283,-44.8683,75.56,87,79,2.82,broken clouds
148,Margate,GB,2021-07-24 22:23:02,51.3813,1.3862,64.11,88,100,1.01,overcast clouds
149,Mizan Teferi,ET,2021-07-24 22:26:36,6.9833,35.5833,60.64,98,96,1.81,light rain
150,Dikson,RU,2021-07-24 22:26:37,73.5069,80.5464,37.74,95,100,14.79,overcast clouds
151,Ewa Beach,US,2021-07-24 22:21:37,21.3156,-158.0072,89.55,61,75,13.8,broken clouds
152,Tezu,IN,2021-07-24 22:26:37,27.9167,96.1667,77.58,94,99,1.36,overcast clouds
153,Mar Del Plata,AR,2021-07-24 22:22:37,-38.0023,-57.5575,51.13,60,90,14.0,moderate rain
154,Mingaora,PK,2021-07-24 22:26:37,34.7758,72.3625,78.94,63,0,4.41,clear sky
155,Leningradskiy,RU,2021-07-24 22:26:38,69.3833,178.4167,37.24,95,100,5.08,light rain
156,Chernyshevskiy,RU,2021-07-24 22:23:17,63.0128,112.4714,60.64,66,71,1.66,broken clouds
157,Thyboron,DK,2021-07-24 22:24:59,56.6985,8.2124,65.17,80,6,12.19,clear sky
