City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Malinovka,BY,2021-07-22 14:32:35,53.8579,27.4374,72.9,58,0,10.92
297,Union,US,2021-07-22 14:32:35,40.6334,-74.2663,79.29,57,1,9.22
298,Bijie,CN,2021-07-22 14:32:36,27.3125,105.2942,66.38,93,74,2.51
299,Kahului,US,2021-07-22 14:32:36,20.8947,-156.47,75.22,84,40,11.5
300,Charlestown,AU,2021-07-22 14:29:01,-32.95,151.6667,51.73,86,100,1.01
301,Touros,BR,2021-07-22 14:32:36,-5.1989,-35.4608,83.3,61,94,20.94
302,Kargil,IN,2021-07-22 14:32:36,34.5667,76.1,58.28,56,89,3.85
303,Vredendal,ZA,2021-07-22 14:32:36,-31.6683,18.5012,56.25,43,6,10.36
304,Maasbree,NL,2021-07-22 14:32:37,51.3575,6.0486,79.81,58,57,1.99
305,Tessalit,ML,2021-07-22 14:32:37,20.1986,1.0114,105.44,18,6,7.99
306,Lafayette,US,2021-07-22 14:29:49,30.2335,-92.0668,85.98,80,20,4.61
307,Shaoguan,CN,2021-07-22 14:32:37,24.8,113.5833,80.02,80,0,0.51
308,Hay River,CA,2021-07-22 14:32:37,60.8156,-115.7999,60.78,88,75,5.75
309,Portland,US,2021-07-22 14:32:37,45.5234,-122.6762,58.73,86,40,1.01
310,Katherine,AU,2021-07-22 14:32:38,-14.4667,132.2667,61.12,63,44,0.0
311,Sosva,RU,2021-07-22 14:32:38,59.1766,61.8558,60.69,94,100,9.1
312,Kandi,BJ,2021-07-22 14:32:38,11.1342,2.9386,90.09,44,94,5.01
313,Saint-Francois,FR,2021-07-22 14:32:38,46.4154,3.9054,85.48,45,0,2.3
314,Tutoia,BR,2021-07-22 14:32:38,-2.7619,-42.2744,89.58,53,35,5.57
315,Barcelos,PT,2021-07-22 14:32:39,41.5388,-8.6151,64.54,58,11,8.68
316,Richards Bay,ZA,2021-07-22 14:32:39,-28.783,32.0377,62.74,38,24,12.84
317,Malanje,AO,2021-07-22 14:32:39,-9.5402,16.341,84.58,51,75,11.5
318,Bira,RU,2021-07-22 14:32:39,49.0,132.4667,74.35,80,99,3.31
319,Newry,GB,2021-07-22 14:32:39,54.1784,-6.3374,83.14,59,100,5.57
320,Lady Lake,US,2021-07-22 14:32:39,28.9175,-81.9229,89.11,75,1,1.01
321,Bathsheba,BB,2021-07-22 14:32:40,13.2167,-59.5167,86.61,74,40,20.71
322,Manokwari,ID,2021-07-22 14:32:40,-0.8667,134.0833,78.1,83,33,3.56
323,Araouane,ML,2021-07-22 14:32:40,18.9048,-3.5265,107.44,17,12,15.55
324,Vardo,NO,2021-07-22 14:32:40,70.3705,31.1107,48.4,70,96,28.05
325,Baie-Comeau,CA,2021-07-22 14:29:49,49.2168,-68.1489,62.6,82,90,6.91
326,Bria,CF,2021-07-22 14:32:41,6.5423,21.9863,76.14,91,100,5.64
327,Kalevala,RU,2021-07-22 14:32:41,65.2,31.1667,58.89,57,100,10.4
328,San Jose,US,2021-07-22 14:28:49,37.3394,-121.895,61.39,84,20,1.01
329,Caico,BR,2021-07-22 14:32:41,-6.4583,-37.0978,91.74,32,12,18.16
330,Saint George,US,2021-07-22 14:32:42,37.1041,-113.5841,86.79,50,1,1.99
331,Carauari,BR,2021-07-22 14:32:42,-4.8828,-66.8958,87.28,41,6,4.79
332,Ojinaga,MX,2021-07-22 14:32:42,29.5667,-104.4167,81.41,53,1,5.75
333,Sobolevo,RU,2021-07-22 14:32:43,54.4299,31.8996,71.22,43,6,8.9
334,Bambous Virieux,MU,2021-07-22 14:32:43,-20.3428,57.7575,71.85,68,20,12.66
335,Carnarvon,AU,2021-07-22 14:32:43,-24.8667,113.6333,60.87,66,1,8.05
336,Labuhan,ID,2021-07-22 14:32:44,-6.8844,112.2051,79.3,77,86,8.41
337,Half Moon Bay,US,2021-07-22 14:32:44,37.4636,-122.4286,62.62,87,1,0.0
338,San Ramon,US,2021-07-22 14:32:44,37.7799,-121.978,62.6,85,1,1.01
339,Ilebo,CD,2021-07-22 14:32:44,-4.3167,20.5833,98.28,15,5,3.29
340,Kropotkin,RU,2021-07-22 14:32:12,45.4375,40.5756,86.56,44,40,16.37
341,Japura,ID,2021-07-22 14:32:45,-0.3167,102.35,79.43,79,100,3.0
342,Drovyanaya,RU,2021-07-22 14:32:45,51.5833,113.0333,63.91,96,100,5.3
343,Vanavara,RU,2021-07-22 14:32:45,60.34,102.2797,57.06,93,100,2.04
344,Pangody,RU,2021-07-22 14:32:45,65.85,74.4859,62.04,57,41,9.28
345,Sitka,US,2021-07-22 14:32:46,57.0531,-135.33,55.29,82,75,3.44
346,Puerto Escondido,MX,2021-07-22 14:32:46,15.85,-97.0667,86.0,59,35,0.22
347,Port Augusta,AU,2021-07-22 14:32:46,-32.5,137.7667,48.34,93,94,14.99
348,Loikaw,MM,2021-07-22 14:32:46,19.6742,97.2094,69.33,95,98,3.29
349,Hazorasp,UZ,2021-07-22 14:32:46,41.3194,61.0742,96.64,12,0,9.01
350,Ketchikan,US,2021-07-22 14:32:46,55.3422,-131.6461,54.07,94,90,6.91
351,Zaliztsi,UA,2021-07-22 14:32:47,49.7919,25.373,70.74,58,20,6.71
352,La Peca,PE,2021-07-22 14:32:47,-5.6111,-78.435,72.88,67,55,2.44
353,Kayerkan,RU,2021-07-22 14:32:47,69.3497,87.7602,58.28,92,100,17.63
354,Macapa,BR,2021-07-22 14:32:25,0.0389,-51.0664,87.78,74,75,6.91
355,Potrero Del Llano,MX,2021-07-22 14:32:47,21.05,-97.6833,81.79,79,99,4.7
356,Popondetta,PG,2021-07-22 14:32:47,-8.7537,148.2534,73.4,95,86,1.81
357,Chingirlau,KZ,2021-07-22 14:32:48,51.095,54.0814,94.55,26,63,13.33
358,Santa Maria,BR,2021-07-22 14:32:05,-29.6842,-53.8069,51.1,93,20,3.44
359,Kadoma,JP,2021-07-22 14:32:48,34.7333,135.5833,83.59,94,14,2.66
360,Oceanside,US,2021-07-22 14:32:48,33.1959,-117.3795,76.12,86,90,1.99
361,Batagay-Alyta,RU,2021-07-22 14:32:48,67.8006,130.4114,53.26,62,94,1.74
362,Angoche,MZ,2021-07-22 14:32:48,-16.2325,39.9086,75.99,73,89,7.67
363,Kamenolomni,RU,2021-07-22 14:32:49,47.6685,40.2051,82.67,84,93,9.48
364,Sadovo,BG,2021-07-22 14:32:49,42.1333,24.9333,85.08,33,69,11.5
365,Kupang,ID,2021-07-22 14:32:49,-10.1667,123.5833,72.9,78,56,7.61
366,Nelidovo,RU,2021-07-22 14:32:49,56.2211,32.7774,70.25,43,44,8.28
367,Lompoc,US,2021-07-22 14:32:49,34.6391,-120.4579,67.08,85,90,8.05
368,Antalaha,MG,2021-07-22 14:32:49,-14.9003,50.2788,71.01,79,0,11.63
369,Kidal,ML,2021-07-22 14:32:49,18.4411,1.4078,102.34,22,19,8.14
370,Livingstone,ZM,2021-07-22 14:32:50,-17.8419,25.8543,76.37,12,0,8.28
371,Komsomolskiy,UZ,2021-07-22 14:32:50,40.4272,71.7189,95.72,14,7,6.91
372,Serebryansk,KZ,2021-07-22 14:32:50,49.6925,83.2892,71.15,78,100,2.75
373,Pringsewu,ID,2021-07-22 14:32:50,-5.3582,104.9744,74.53,96,41,2.51
374,Kalemie,CD,2021-07-22 14:32:50,-5.9475,29.1947,79.66,45,0,5.68
375,Doka,SD,2021-07-22 14:32:50,13.5167,35.7667,74.77,74,99,10.74
376,Fort-Shevchenko,KZ,2021-07-22 14:32:51,44.5086,50.263,90.14,43,7,8.52
377,Jaciara,BR,2021-07-22 14:32:51,-15.9653,-54.9683,89.17,18,0,6.44
378,Rio Grande,BR,2021-07-22 14:29:07,-32.035,-52.0986,59.11,59,12,9.04
379,Andilamena,MG,2021-07-22 14:32:51,-17.0167,48.5833,56.7,88,0,5.28
380,Dalbandin,PK,2021-07-22 14:32:52,28.8947,64.4101,98.76,8,0,8.77
381,Kaeo,NZ,2021-07-22 14:32:52,-35.1,173.7833,48.33,95,10,3.4
382,Kenitra,MA,2021-07-22 14:31:04,34.261,-6.5802,83.16,51,5,11.56
383,Porkhov,RU,2021-07-22 14:32:53,57.765,29.5561,71.49,43,64,9.1
384,Thunder Bay,CA,2021-07-22 14:32:53,48.4001,-89.3168,67.98,73,90,11.5
385,Tuni,IN,2021-07-22 14:32:53,17.35,82.55,76.95,89,100,19.17
386,Springfield,US,2021-07-22 14:32:54,37.2153,-93.2982,79.92,81,1,5.01
387,Atoyac,MX,2021-07-22 14:32:54,20.0167,-103.5333,71.8,72,87,2.35
388,Singaparna,ID,2021-07-22 14:32:54,-7.3515,108.111,71.62,89,78,1.57
389,Gwanda,ZW,2021-07-22 14:32:54,-20.9333,29.0,69.26,15,0,10.78
390,Cabo San Lucas,MX,2021-07-22 14:32:54,22.8909,-109.9124,86.5,66,1,5.06
391,Metro,ID,2021-07-22 14:32:55,-5.1131,105.3067,75.88,90,18,3.62
392,Waipawa,NZ,2021-07-22 14:32:55,-41.4122,175.5153,48.83,85,100,9.89
393,Middlebury,US,2021-07-22 14:32:55,44.0153,-73.1673,73.0,85,40,0.0
394,Lazurne,UA,2021-07-22 14:32:55,46.084,32.5295,81.05,54,83,21.54
395,Mehamn,NO,2021-07-22 14:32:56,71.0357,27.8492,44.51,77,100,27.0
396,Constitucion,CL,2021-07-22 14:32:56,-35.3333,-72.4167,58.24,73,100,4.03
397,Karlivka,UA,2021-07-22 14:32:56,49.4567,35.1295,72.14,48,93,11.68
398,Blackpool,GB,2021-07-22 14:31:52,53.8167,-3.05,92.34,46,20,9.22
399,Fredericksburg,US,2021-07-22 14:32:56,38.3032,-77.4605,80.62,54,1,1.99
400,Anloga,GH,2021-07-22 14:32:57,5.7947,0.8973,84.42,70,90,14.7
401,Shitkino,RU,2021-07-22 14:32:57,56.3703,98.3543,58.28,81,19,3.33
402,Henderson,US,2021-07-22 14:32:57,36.0397,-114.9819,91.51,42,75,0.0
403,Margate,GB,2021-07-22 14:29:54,51.3813,1.3862,79.18,70,0,1.99
404,Jojoima,SL,2021-07-22 14:32:57,7.8792,-10.7878,79.93,85,70,3.69
405,Kirakira,SB,2021-07-22 14:32:58,-10.4544,161.9205,79.38,87,100,7.67
406,Narsaq,GL,2021-07-22 14:32:58,60.9167,-46.05,53.82,60,34,4.43
407,La Rioja,ES,2021-07-22 14:32:58,42.25,-2.5,93.49,12,0,9.66
408,Conde,BR,2021-07-22 14:32:58,-7.2597,-34.9075,76.46,88,40,19.57
409,Novaya Zaimka,RU,2021-07-22 14:30:39,56.4857,66.9241,76.48,63,78,8.46
410,Kudat,MY,2021-07-22 14:32:59,6.8837,116.8477,82.33,74,20,9.22
411,Mount Pleasant,US,2021-07-22 14:32:59,32.7941,-79.8626,87.78,80,40,1.01
412,Tsumeb,NA,2021-07-22 14:32:59,-19.2333,17.7167,72.95,15,0,11.52
413,Ciudad Bolivar,VE,2021-07-22 14:32:59,8.1222,-63.5497,85.64,65,62,7.58
414,Cherskiy,RU,2021-07-22 14:32:59,68.75,161.3,55.89,63,100,4.0
415,Krutinka,RU,2021-07-22 14:32:59,56.0055,71.5113,73.06,64,16,9.95
416,Ouallam,NE,2021-07-22 14:33:00,14.3188,2.0866,97.2,32,18,10.38
417,Kangaatsiaq,GL,2021-07-22 14:33:00,68.3065,-53.4641,40.59,94,100,3.27
418,Oktyabrskoye,RU,2021-07-22 14:33:00,43.0645,44.7417,86.14,51,40,6.71
419,Flinders,AU,2021-07-22 14:33:00,-34.5833,150.8552,53.2,58,100,8.43
420,Yongan,CN,2021-07-22 14:33:00,39.6957,113.6871,61.54,93,79,6.55
421,Nguruka,TZ,2021-07-22 14:33:01,-5.1092,31.0419,86.72,21,2,6.64
422,Sao Joao Da Barra,BR,2021-07-22 14:33:01,-21.6403,-41.0511,77.09,66,92,5.64
423,Ostrovnoy,RU,2021-07-22 14:33:02,68.0531,39.5131,45.57,87,100,15.55
424,Alofi,NU,2021-07-22 14:33:02,-19.0595,-169.9187,69.69,94,1,2.3
425,Grand Gaube,MU,2021-07-22 14:33:02,-20.0064,57.6608,72.0,72,19,5.01
426,Ipixuna,BR,2021-07-22 14:33:03,-1.7625,-48.8043,84.15,46,58,5.7
427,Palanga,LT,2021-07-22 14:33:03,55.9175,21.0686,73.42,64,40,5.75
428,Mitsamiouli,KM,2021-07-22 14:33:03,-11.3847,43.2844,77.86,70,12,7.52
429,Balabac,PH,2021-07-22 14:33:04,7.9868,117.0645,82.98,82,74,14.67
430,Bone,DE,2021-07-22 14:33:04,51.9669,12.1396,78.19,51,91,4.5
431,Ust-Kulom,RU,2021-07-22 14:33:04,61.6864,53.6902,63.03,50,89,4.05
432,Sao Jose Da Coroa Grande,BR,2021-07-22 14:33:04,-8.8978,-35.1478,79.83,64,18,13.49
433,North Platte,US,2021-07-22 14:29:15,41.1239,-100.7654,74.01,67,1,7.0
434,Bouna,CI,2021-07-22 14:33:05,9.2667,-3.0,86.38,52,92,8.12
435,Paamiut,GL,2021-07-22 14:33:05,61.994,-49.6678,43.0,92,98,15.41
436,Santa Ana,US,2021-07-22 14:33:05,33.7456,-117.8678,79.54,86,40,1.01
437,Harlingen,US,2021-07-22 14:33:05,26.1906,-97.6961,83.32,100,75,4.61
438,Kushima,JP,2021-07-22 14:33:05,31.4583,131.2333,77.13,93,100,11.92
439,Nishihara,JP,2021-07-22 14:33:06,26.1842,127.7558,81.68,92,90,26.46
440,Saint Anthony,US,2021-07-22 14:33:06,45.0205,-93.218,79.14,78,20,1.99
441,Jaggayyapeta,IN,2021-07-22 14:33:06,16.9,80.1,74.68,92,100,18.57
442,Pontianak,ID,2021-07-22 14:33:06,-0.0333,109.3333,80.58,89,20,0.0
443,Rockledge,US,2021-07-22 14:33:06,28.3508,-80.7253,91.09,74,1,1.99
444,Ampanihy,MG,2021-07-22 14:33:07,-24.7,44.75,74.26,59,44,8.34
445,Osorno,CL,2021-07-22 14:33:07,-40.5667,-73.15,48.51,93,0,4.61
446,Bajah,YE,2021-07-22 14:33:07,13.8141,44.6301,79.23,66,84,10.96
447,Iskateley,RU,2021-07-22 14:33:07,67.6803,53.1512,50.61,86,91,8.43
448,Wattegama,LK,2021-07-22 14:33:07,6.7989,81.4808,79.99,66,100,12.24
449,Sorland,NO,2021-07-22 14:33:07,67.667,12.6934,51.66,76,75,10.36
450,Songea,TZ,2021-07-22 14:33:08,-10.6833,35.65,69.76,52,100,4.16
451,Stepnyak,KZ,2021-07-22 14:33:08,52.8339,70.7803,74.86,41,5,8.23
452,Villa Carlos Paz,AR,2021-07-22 14:33:08,-31.4241,-64.4978,73.06,34,86,24.0
453,Kenai,US,2021-07-22 14:33:08,60.5544,-151.2583,54.14,94,90,9.22
454,Athabasca,CA,2021-07-22 14:33:08,54.7169,-113.2854,53.42,76,14,11.27
455,Nizwa,OM,2021-07-22 14:33:08,22.9333,57.5333,81.68,64,100,6.78
456,Anadyr,RU,2021-07-22 14:30:45,64.75,177.4833,46.9,81,40,4.0
457,Port Keats,AU,2021-07-22 14:33:09,-14.25,129.55,69.44,71,14,2.08
458,Khandbari,NP,2021-07-22 14:33:09,27.3747,87.2039,74.37,89,48,2.39
459,Guerrero Negro,MX,2021-07-22 14:33:09,27.9769,-114.0611,72.32,75,7,8.9
460,Gualaquiza,EC,2021-07-22 14:33:10,-3.4,-78.55,69.31,68,92,2.55
461,Nacala,MZ,2021-07-22 14:32:07,-14.5428,40.6728,76.37,67,8,8.1
462,West Wendover,US,2021-07-22 14:33:10,40.7391,-114.0733,74.41,53,1,6.91
463,Port Hardy,CA,2021-07-22 14:33:11,50.6996,-127.4199,55.58,94,75,0.0
464,Tazovskiy,RU,2021-07-22 14:33:11,67.4667,78.7,59.29,64,2,7.52
465,La Reforma,MX,2021-07-22 14:33:11,25.0833,-108.05,82.15,70,1,6.69
466,Chadiza,ZM,2021-07-22 14:33:12,-14.0678,32.4392,78.3,27,19,6.4
467,Kerema,PG,2021-07-22 14:33:12,-7.9631,145.7785,77.4,90,99,9.66
468,Bambanglipuro,ID,2021-07-22 14:33:12,-7.95,110.2833,76.84,80,83,9.75
469,Camopi,GF,2021-07-22 14:33:13,3.1655,-52.3158,84.6,69,27,4.76
470,Latehar,IN,2021-07-22 14:33:13,23.75,84.5,80.65,83,36,5.53
471,Vestmannaeyjar,IS,2021-07-22 14:33:13,63.4427,-20.2734,54.59,94,90,19.57
472,Challapata,BO,2021-07-22 14:33:13,-18.9,-66.7667,51.39,26,0,2.37
473,Grajau,BR,2021-07-22 14:33:13,-5.8194,-46.1386,94.73,23,13,10.16
474,North Bend,US,2021-07-22 14:33:14,43.4065,-124.2243,54.07,92,1,0.0
475,Bac Lieu,VN,2021-07-22 14:33:14,9.285,105.7244,81.19,82,100,10.02
476,Ahipara,NZ,2021-07-22 14:33:14,-35.1667,173.1667,53.35,87,2,5.1
477,Itarema,BR,2021-07-22 14:33:14,-2.9248,-39.9167,88.74,48,85,17.13
478,Henties Bay,NA,2021-07-22 14:33:14,-22.116,14.2845,64.85,56,0,14.09
479,Fukuma,JP,2021-07-22 14:33:14,33.7667,130.4667,83.16,74,100,6.24
480,Tumut,AU,2021-07-22 14:33:15,-35.3,148.2167,45.59,86,100,3.71
481,Havre-Saint-Pierre,CA,2021-07-22 14:33:15,50.2334,-63.5986,62.6,82,90,5.75
482,Mikhaylovka,RU,2021-07-22 14:33:15,50.06,43.2379,73.27,67,83,16.24
483,Beaverlodge,CA,2021-07-22 14:33:15,55.2166,-119.4361,51.15,56,4,15.75
484,Songjianghe,CN,2021-07-22 14:33:15,42.1859,127.479,68.86,93,100,2.21
485,Tiblawan,PH,2021-07-22 14:33:16,6.4783,126.1083,84.47,74,99,8.05
486,Praxedis Guerrero,MX,2021-07-22 14:33:16,31.3667,-106.0167,82.81,40,51,11.23
487,Corn Island,NI,2021-07-22 14:33:16,12.1694,-83.0418,81.55,83,100,26.8
488,Hofn,IS,2021-07-22 14:33:16,64.2539,-15.2082,59.02,77,20,20.71
489,Cross Lanes,US,2021-07-22 14:33:16,38.4204,-81.7907,74.41,79,29,1.01
490,Prata,BR,2021-07-22 14:33:16,-19.3072,-48.9242,85.14,24,11,8.63
491,Avera,US,2021-07-22 14:33:17,33.194,-82.5271,85.91,70,4,4.03
492,Coruripe,BR,2021-07-22 14:33:17,-10.1256,-36.1756,79.43,63,5,12.91
493,Chipurupalle,IN,2021-07-22 14:33:17,18.3,83.5667,80.08,82,100,4.23
494,Kovernino,RU,2021-07-22 14:33:17,57.1253,43.8142,68.65,34,5,10.87
495,Adrar,MR,2021-07-22 14:33:17,20.5022,-10.0711,105.26,8,98,8.3
496,Ripon,GB,2021-07-22 14:30:49,54.1352,-1.5212,86.41,57,20,6.91
497,Klaksvik,FO,2021-07-22 14:33:18,62.2266,-6.589,54.52,95,55,4.07
498,Deputatskiy,RU,2021-07-22 14:33:18,69.3,139.9,46.58,83,70,2.24
499,Juneau,US,2021-07-22 14:33:18,58.3019,-134.4197,55.85,96,90,5.75
500,Cornelius,US,2021-07-22 14:33:18,35.4868,-80.8601,82.4,64,1,6.91
501,Pareora,NZ,2021-07-22 14:33:19,-44.4871,171.2132,44.19,97,5,4.43
502,Bambari,CF,2021-07-22 14:33:19,5.768,20.6757,78.22,85,100,4.5
503,Mayo,US,2021-07-22 14:33:19,38.8876,-76.5119,79.57,59,1,5.99
504,Lagos,NG,2021-07-22 14:33:19,6.5833,3.75,84.52,69,99,8.66
505,Hambantota,LK,2021-07-22 14:33:19,6.1241,81.1185,80.85,77,100,20.65
506,Wellington,NZ,2021-07-22 14:29:39,-41.2866,174.7756,51.46,72,75,3.0
507,Pandharpur,IN,2021-07-22 14:33:20,17.6667,75.3333,74.75,85,100,12.68
508,Serenje,ZM,2021-07-22 14:33:20,-13.2325,30.2352,72.59,32,2,8.43
509,Chumikan,RU,2021-07-22 14:33:21,54.7183,135.315,60.46,91,31,0.69
510,Husavik,IS,2021-07-22 14:33:21,66.0449,-17.3389,71.51,67,19,6.15
511,Rabat,MA,2021-07-22 14:33:22,33.9911,-6.8401,90.81,69,3,8.05
512,Piacabucu,BR,2021-07-22 14:33:22,-10.4056,-36.4344,79.84,62,1,12.3
513,Blackwater,AU,2021-07-22 14:33:22,-23.5833,148.8833,49.1,71,0,9.78
514,Firozpur Jhirka,IN,2021-07-22 14:33:23,27.8,76.95,84.52,74,65,5.06
515,Along,IN,2021-07-22 14:33:23,28.1667,94.7667,78.44,88,8,1.74
516,Pacific Grove,US,2021-07-22 14:33:23,36.6177,-121.9166,59.45,92,90,4.0
517,Port Hedland,AU,2021-07-22 14:33:23,-20.3167,118.5667,71.65,83,73,10.36
518,Kununurra,AU,2021-07-22 14:33:23,-15.7667,128.7333,60.78,59,36,1.14
519,Laem Sing,TH,2021-07-22 14:33:23,12.4816,102.0738,81.95,99,100,9.75
520,Owando,CG,2021-07-22 14:33:24,-0.4819,15.8999,97.18,24,100,3.13
521,Volosovo,RU,2021-07-22 14:33:24,59.4333,29.4833,65.64,47,93,10.47
522,Batesville,US,2021-07-22 14:33:24,35.7698,-91.641,81.95,80,75,3.0
523,Bonavista,CA,2021-07-22 14:33:24,48.6499,-53.1147,53.6,86,100,10.83
524,Sydney,AU,2021-07-22 14:30:11,-33.8679,151.2073,54.72,78,75,5.99
525,Santa Quiteria,BR,2021-07-22 14:33:24,-4.3319,-40.1567,93.04,31,7,9.01
526,Traverse City,US,2021-07-22 14:33:25,44.7631,-85.6206,66.83,63,90,3.44
527,Cruz Grande,MX,2021-07-22 14:33:25,16.7333,-99.1333,83.5,67,38,1.54
528,Hovd,MN,2021-07-22 14:33:25,48.0056,91.6419,78.42,25,100,4.99
529,Kaitangata,NZ,2021-07-22 14:33:25,-46.2817,169.8464,41.94,80,4,5.95
530,Mahuva,IN,2021-07-22 14:33:25,21.0914,71.7622,84.34,79,100,16.8
531,Abay,KZ,2021-07-22 14:33:26,49.6311,72.8539,79.18,42,69,11.45
532,Bubaque,GW,2021-07-22 14:33:26,11.2833,-15.8333,81.05,80,96,14.29
533,Yarada,IN,2021-07-22 14:33:26,17.65,83.2667,79.77,84,100,19.1
534,Broken Hill,AU,2021-07-22 14:33:26,-31.95,141.4333,44.31,87,90,13.8
535,Chupa,RU,2021-07-22 14:33:26,66.27,33.0549,50.63,83,91,6.22
536,San Juan,AR,2021-07-22 14:33:26,-31.5375,-68.5364,63.73,18,68,1.95
537,Pandan,PH,2021-07-22 14:33:27,14.0453,124.1694,81.28,83,100,15.75
538,Shimoda,JP,2021-07-22 14:33:27,34.6667,138.95,74.1,86,22,1.7
539,Nantucket,US,2021-07-22 14:33:27,41.2835,-70.0995,73.51,76,40,13.8
540,Alindao,CF,2021-07-22 14:33:27,5.0267,21.2088,79.88,77,100,6.31
541,Huadian,CN,2021-07-22 14:33:27,42.9633,126.7478,73.72,87,99,1.36
542,Kavaratti,IN,2021-07-22 14:33:28,10.5669,72.642,82.71,81,100,23.38
543,Comrat,MD,2021-07-22 14:33:28,46.3003,28.6572,74.91,49,66,17.83
544,Berezovyy,RU,2021-07-22 14:33:28,51.6667,135.7,74.89,82,83,3.27
545,Pangnirtung,CA,2021-07-22 14:33:28,66.1451,-65.7125,44.6,87,90,16.11
546,Eyl,SO,2021-07-22 14:33:28,7.9803,49.8164,83.08,65,82,25.14
547,Milkovo,RU,2021-07-22 14:33:29,54.7167,158.6167,62.83,86,98,3.51
548,Chipinge,ZW,2021-07-22 14:33:29,-20.1883,32.6236,68.32,20,0,4.43
549,Caramay,PH,2021-07-22 14:33:29,10.1815,119.236,82.96,72,100,8.43
550,Cayenne,GF,2021-07-22 14:33:29,4.9333,-52.3333,87.1,77,75,5.01
551,Vila,PT,2021-07-22 14:33:30,42.0304,-8.1588,86.74,30,7,8.68
552,Tuatapere,NZ,2021-07-22 14:33:30,-46.1333,167.6833,40.82,89,4,5.01
553,Ikungi,TZ,2021-07-22 14:33:30,-5.1333,34.7667,72.03,42,43,8.39
554,Lunino,RU,2021-07-22 14:33:31,53.5918,45.2271,69.98,65,10,7.54
555,Pierre,US,2021-07-22 14:33:31,44.3683,-100.351,86.27,61,1,6.91
556,Atasu,KZ,2021-07-22 14:33:31,48.6814,71.6433,77.13,41,69,9.84
557,Dicabisagan,PH,2021-07-22 14:33:32,17.0818,122.4157,80.15,83,100,6.78
558,Safranbolu,TR,2021-07-22 14:33:32,41.2508,32.6942,69.53,66,20,8.08
559,Juegang,CN,2021-07-22 14:33:32,32.3174,121.1855,79.29,87,31,14.0
560,Santiago,CL,2021-07-22 14:31:52,-33.4569,-70.6483,75.29,43,0,3.44
561,Boda,CF,2021-07-22 14:33:32,4.3189,17.4695,75.43,87,100,5.5
562,Ofunato,JP,2021-07-22 14:33:33,39.0717,141.7167,72.84,97,100,2.86
563,Katsuura,JP,2021-07-22 14:33:33,35.1333,140.3,81.1,84,41,6.29
564,Koslan,RU,2021-07-22 14:33:33,63.4564,48.8989,63.14,37,93,6.2
565,Ulladulla,AU,2021-07-22 14:33:34,-35.35,150.4667,46.09,64,100,5.23
566,Okha,RU,2021-07-22 14:33:11,53.5739,142.9478,61.21,97,57,5.66
567,Estevan,CA,2021-07-22 14:33:34,49.1334,-102.9842,73.74,100,90,9.22
568,Lixourion,GR,2021-07-22 14:33:34,38.2019,20.4314,89.46,48,20,14.97
569,Rosario Do Sul,BR,2021-07-22 14:33:34,-30.2583,-54.9142,62.2,56,0,8.05
570,Magadan,RU,2021-07-22 14:33:34,59.5667,150.8,51.89,98,100,8.1
571,Diego De Almagro,CL,2021-07-22 14:33:35,-26.3667,-70.05,77.65,6,0,3.85
572,Garissa,KE,2021-07-22 14:33:35,-0.4536,39.6401,87.87,36,42,22.3
573,Mega,ET,2021-07-22 14:33:35,4.05,38.3,69.96,44,37,15.35
574,Ronda,ES,2021-07-22 14:33:35,36.7423,-5.1671,93.52,15,0,7.14
575,Mahanoro,MG,2021-07-22 14:33:35,-19.9,48.8,69.24,79,1,3.11
576,Salalah,OM,2021-07-22 14:32:01,17.0151,54.0924,80.69,89,75,10.36
577,Smithers,CA,2021-07-22 14:33:36,54.7804,-127.1743,52.12,82,90,0.0
578,Longyan,CN,2021-07-22 14:33:36,25.1072,117.0225,76.32,77,46,0.63
579,Okhotsk,RU,2021-07-22 14:33:36,59.3833,143.3,55.09,95,100,4.83
580,Nyrob,RU,2021-07-22 14:33:36,60.733,56.7202,60.82,73,100,3.71
581,Ust-Ishim,RU,2021-07-22 14:33:36,57.6935,71.1665,73.02,80,65,3.62
582,Kaduy,RU,2021-07-22 14:33:37,59.2,37.15,68.04,45,97,7.4
583,Port Blair,IN,2021-07-22 14:33:37,11.6667,92.75,82.29,85,99,21.0
584,Ubajara,BR,2021-07-22 14:33:37,-3.8544,-40.9211,83.93,35,43,10.71
585,Lishui,CN,2021-07-22 14:33:37,28.4604,119.9103,75.16,98,49,3.8
586,Ziway,ET,2021-07-22 14:33:37,7.9333,38.7167,74.59,55,85,16.22
587,Yumen,CN,2021-07-22 14:33:38,40.2833,97.2,88.92,26,60,12.86
588,Oyon,PE,2021-07-22 14:33:38,-10.6681,-76.7731,52.63,40,1,10.65
589,Ginir,ET,2021-07-22 14:33:38,7.1333,40.7,67.89,61,68,9.51
590,Acajutla,SV,2021-07-22 14:33:38,13.5928,-89.8275,82.74,57,19,4.63
591,Marsa Matruh,EG,2021-07-22 14:33:38,31.3525,27.2453,84.4,65,0,11.5
592,Beringovskiy,RU,2021-07-22 14:33:39,63.05,179.3167,47.01,88,33,5.1
593,Omboue,GA,2021-07-22 14:33:39,-1.5746,9.2618,76.73,70,90,9.75
594,Turbat,PK,2021-07-22 14:33:40,26.0023,63.044,97.83,34,1,15.28
