City_ID,City,Country,Max Temp,Lat,Lng,Current Weather,Hotel Name
44,Avarua,CK,68.05,-21.2078,-159.775,few clouds,Paradise Inn
45,Cape Town,ZA,51.12,-33.9258,18.4232,scattered clouds,Southern Sun Waterfront Cape Town
46,Torbay,CA,55.76,47.6666,-52.7314,mist,Gallows Cove
47,Husavik,IS,71.51,66.0449,-17.3389,few clouds,Bjarnabúð
48,Buala,SB,80.49,-8.145,159.5921,light rain,Maringe Lagoon Lodge
49,Binzhou,CN,77.25,37.3667,118.0167,light rain,Hampton By Hilton Binzhou
50,San Cristobal,VE,78.98,7.7669,-72.225,overcast clouds,Posada Villaven C.A.
51,Jork,DE,69.53,53.5333,9.6833,few clouds,Hotel Senator-Marina
52,Mul,IN,75.69,20.0667,79.6667,heavy intensity rain,Taj Mahal
53,Port Alfred,ZA,51.84,-33.5906,26.891,light rain,The Halyards Hotel
54,Tasiilaq,GL,44.76,65.6145,-37.6368,light rain,The Red House
55,Busselton,AU,54.09,-33.65,115.3333,overcast clouds,Observatory Guest House
56,Kaitangata,NZ,40.93,-46.2817,169.8464,clear sky,Kaitangata Motor Camp
58,Port Elizabeth,ZA,46.69,-33.918,25.5701,heavy intensity shower rain,39 On Nile Guest House
59,Saint-Philippe,RE,69.35,-21.3585,55.7679,broken clouds,"Chambres d'hôte ""La Trinité"""
60,Saint Anthony,US,88.25,45.0205,-93.218,light rain,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
61,Narsaq,GL,57.42,60.9167,-46.05,scattered clouds,Narsaq Kayak Hostel
62,Pacific Grove,US,74.16,36.6177,-121.9166,overcast clouds,Lovers Point Inn
63,Havre-Saint-Pierre,CA,61.16,50.2334,-63.5986,overcast clouds,Auberge Niapiskau
64,Severo-Kurilsk,RU,49.14,50.6789,156.125,broken clouds,Kak Doma
65,Atuona,PF,77.31,-9.8,-139.0333,overcast clouds,Villa Enata
67,Bud,US,81.43,39.447,-86.1758,scattered clouds,Ted McQuinn Trust
68,Sibolga,ID,77.27,1.7427,98.7792,moderate rain,Hotel Syariah CN Darussalam
69,Whakatane,NZ,51.78,-37.9585,176.9854,broken clouds,Pacific Coast Motel
70,Worland,US,84.88,44.0169,-107.9554,clear sky,Town House Motor Inn
71,Nadym,RU,55.17,65.5333,72.5167,broken clouds,Apartment on Zvereva
73,Faanui,PF,78.13,-16.4833,-151.75,light rain,Bora-Bora Pearl Beach Resort & Spa
74,Esperance,AU,49.5,-33.8667,121.9,few clouds,Hospitality Esperance
75,Hilo,US,73.13,19.7297,-155.09,moderate rain,Hilo Hawaiian Hotel
77,Keningau,MY,75.65,5.3378,116.1602,overcast clouds,Sabindo Hotel
78,Rafraf,TN,89.92,37.1904,10.1837,clear sky,Les Jardins de la Mer Ghar el Melh
79,Constitucion,CL,60.17,-35.3333,-72.4167,overcast clouds,Hotel Boutique Las Azucenas
80,Tura,IN,74.86,25.5198,90.2201,overcast clouds,Hotel RIKMAN Continental
81,Ponta Do Sol,PT,84.7,32.6667,-17.1,clear sky,Hotel do Campo
82,Balikpapan,ID,76.01,-1.2675,116.8289,overcast clouds,ibis Balikpapan
83,Qaanaaq,GL,44.67,77.484,-69.3632,broken clouds,Qaanaaq Hotel
84,Butaritari,KI,83.23,3.0707,172.7902,light rain,Isles Sunset Lodge
86,Hithadhoo,MV,80.13,-0.6,73.0833,light rain,Scoop Guest House
87,East London,ZA,49.14,-33.0153,27.9116,light rain,Tu Casa
88,Jamestown,US,73.29,42.097,-79.2353,overcast clouds,Hampton Inn & Suites Jamestown
89,Kuytun,RU,58.42,54.3419,101.5036,scattered clouds,Gostinitsa Tsentral'naya
91,Atherton,GB,87.78,53.5237,-2.4935,scattered clouds,The Lion Inn
92,Nishihara,JP,80.65,26.1842,127.7558,light intensity shower rain,Minshuku Agaihama
93,Mar Del Plata,AR,60.82,-38.0023,-57.5575,clear sky,Gran Hotel Mar del Plata
94,Tuktoyaktuk,CA,50.0,69.4541,-133.0374,mist,End of The Road Ltd.
96,Vao,NC,69.22,-22.6667,167.4833,clear sky,Hotel Kou-Bugny
98,Hovd,MN,77.61,48.0056,91.6419,overcast clouds,Hotel Khovd
100,Ishigaki,JP,82.49,24.3448,124.1572,moderate rain,Hotel Peace Land Ishigakijima
102,Komsomolskiy,UZ,83.12,40.4272,71.7189,scattered clouds,Ikathouse
103,Pevek,RU,39.06,69.7008,170.3133,overcast clouds,Hotel ABC
104,Maun,BW,62.56,-19.9833,23.4167,clear sky,Enviro Villa
105,Carnarvon,AU,55.47,-24.8667,113.6333,clear sky,Hospitality Carnarvon
106,Hirara,JP,81.86,24.8,125.2833,heavy intensity rain,Hotel Atoll Emerald Miyakojima
107,Omsukchan,RU,49.89,62.5333,155.8,light rain,Zori
108,Kodiak,US,53.11,57.79,-152.4072,light rain,Best Western Kodiak Inn And Convention Center
109,Aklavik,CA,54.43,68.2191,-135.0107,overcast clouds,Aklavik Inn
110,Congonhas,BR,75.61,-20.4997,-43.8578,few clouds,Dinâmica Assessoria Empresarial
111,Mataura,NZ,40.48,-46.1927,168.8643,clear sky,Ellie's Villa
